X1,fila,ID,fila_final,file_num
13742:,2340692,13742,2342129,4
13743:,2342130,13743,2342993,4
13744:,2342994,13744,2343411,4
13745:,2343412,13745,2343581,4
13746:,2343582,13746,2344093,4
13747:,2344094,13747,2344489,4
13748:,2344490,13748,2405739,4
13749:,2405740,13749,2405834,4
13750:,2405835,13750,2406365,4
13751:,2406366,13751,2406839,4
13752:,2406840,13752,2406953,4
13753:,2406954,13753,2407191,4
13754:,2407192,13754,2408996,4
13755:,2408997,13755,2409000,4
13756:,2409001,13756,2409109,4
13757:,2409110,13757,2409592,4
13758:,2409593,13758,2409737,4
13759:,2409738,13759,2409805,4
13760:,2409806,13760,2410056,4
13761:,2410057,13761,2410451,4
13762:,2410452,13762,2410571,4
13763:,2410572,13763,2510032,4
13764:,2510033,13764,2510255,4
13765:,2510256,13765,2511612,4
13766:,2511613,13766,2511771,4
13767:,2511772,13767,2516474,4
13768:,2516475,13768,2516641,4
13769:,2516642,13769,2516716,4
13770:,2516717,13770,2517030,4
13771:,2517031,13771,2540651,4
13772:,2540652,13772,2549766,4
13773:,2549767,13773,2550097,4
13774:,2550098,13774,2560874,4
13775:,2560875,13775,2562545,4
13776:,2562546,13776,2563298,4
13777:,2563299,13777,2563453,4
13778:,2563454,13778,2563539,4
13779:,2563540,13779,2564025,4
13780:,2564026,13780,2564388,4
13781:,2564389,13781,2564604,4
13782:,2564605,13782,2564742,4
13783:,2564743,13783,2565222,4
13784:,2565223,13784,2578288,4
13785:,2578289,13785,2580923,4
13786:,2580924,13786,2581052,4
13787:,2581053,13787,2600144,4
13788:,2600145,13788,2600508,4
13789:,2600509,13789,2600600,4
13790:,2600601,13790,2601056,4
13791:,2601057,13791,2602137,4
13792:,2602138,13792,2602325,4
13793:,2602326,13793,2602469,4
13794:,2602470,13794,2602692,4
13795:,2602693,13795,2638714,4
13796:,2638715,13796,2639233,4
13797:,2639234,13797,2639386,4
13798:,2639387,13798,2651817,4
13799:,2651818,13799,2652166,4
13800:,2652167,13800,2652317,4
13801:,2652318,13801,2653165,4
13802:,2653166,13802,2653508,4
13803:,2653509,13803,2653736,4
13804:,2653737,13804,2654148,4
13805:,2654149,13805,2656570,4
13806:,2656571,13806,2659910,4
13807:,2659911,13807,2660012,4
13808:,2660013,13808,2662376,4
13809:,2662377,13809,2694236,4
13810:,2694237,13810,2700717,4
13811:,2700718,13811,2701419,4
13812:,2701420,13812,2701563,4
13813:,2701564,13813,2706910,4
13814:,2706911,13814,2709994,4
13815:,2709995,13815,2710171,4
13816:,2710172,13816,2710318,4
13817:,2710319,13817,2710447,4
13818:,2710448,13818,2711673,4
13819:,2711674,13819,2714037,4
13820:,2714038,13820,2715278,4
13821:,2715279,13821,2715500,4
13822:,2715501,13822,2715964,4
13823:,2715965,13823,2716232,4
13824:,2716233,13824,2721754,4
13825:,2721755,13825,2725814,4
13826:,2725815,13826,2727749,4
13827:,2727750,13827,2754899,4
13828:,2754900,13828,2755006,4
13829:,2755007,13829,2762364,4
13830:,2762365,13830,2762608,4
13831:,2762609,13831,2762898,4
13832:,2762899,13832,2764986,4
13833:,2764987,13833,2765388,4
13834:,2765389,13834,2765500,4
13835:,2765501,13835,2767712,4
13836:,2767713,13836,2776021,4
13837:,2776022,13837,2776198,4
13838:,2776199,13838,2777096,4
13839:,2777097,13839,2777267,4
13840:,2777268,13840,2803867,4
13841:,2803868,13841,2806493,4
13842:,2806494,13842,2809927,4
13843:,2809928,13843,2810201,4
13844:,2810202,13844,2810318,4
13845:,2810319,13845,2819178,4
13846:,2819179,13846,2819845,4
13847:,2819846,13847,2852093,4
13848:,2852094,13848,2852267,4
13849:,2852268,13849,2852387,4
13850:,2852388,13850,2852749,4
13851:,2852750,13851,2857735,4
13852:,2857736,13852,2860967,4
13853:,2860968,13853,2873045,4
13854:,2873046,13854,2874710,4
13855:,2874711,13855,2875790,4
13856:,2875791,13856,2907822,4
13857:,2907823,13857,2907933,4
13858:,2907934,13858,2908902,4
13859:,2908903,13859,2909514,4
13860:,2909515,13860,2922993,4
13861:,2922994,13861,2923139,4
13862:,2923140,13862,2923293,4
13863:,2923294,13863,2926195,4
13864:,2926196,13864,2926427,4
13865:,2926428,13865,2948557,4
13866:,2948558,13866,2949264,4
13867:,2949265,13867,2949435,4
13868:,2949436,13868,2949747,4
13869:,2949748,13869,2950083,4
13870:,2950084,13870,2950153,4
13871:,2950154,13871,2952226,4
13872:,2952227,13872,2952380,4
13873:,2952381,13873,2953080,4
13874:,2953081,13874,2954278,4
13875:,2954279,13875,2954412,4
13876:,2954413,13876,2955813,4
13877:,2955814,13877,2956235,4
13878:,2956236,13878,2957107,4
13879:,2957108,13879,2957293,4
13880:,2957294,13880,2957755,4
13881:,2957756,13881,2959282,4
13882:,2959283,13882,2961185,4
13883:,2961186,13883,2978440,4
13884:,2978441,13884,2978830,4
13885:,2978831,13885,2979016,4
13886:,2979017,13886,2984882,4
13887:,2984883,13887,3029365,4
13888:,3029366,13888,3029573,4
13889:,3029574,13889,3029947,4
13890:,3029948,13890,3030605,4
13891:,3030606,13891,3030729,4
13892:,3030730,13892,3031754,4
13893:,3031755,13893,3032283,4
13894:,3032284,13894,3033092,4
13895:,3033093,13895,3035171,4
13896:,3035172,13896,3037168,4
13897:,3037169,13897,3038869,4
13898:,3038870,13898,3039337,4
13899:,3039338,13899,3039941,4
13900:,3039942,13900,3040516,4
13901:,3040517,13901,3040660,4
13902:,3040661,13902,3040767,4
13903:,3040768,13903,3041176,4
13904:,3041177,13904,3042869,4
13905:,3042870,13905,3043215,4
13906:,3043216,13906,3043332,4
13907:,3043333,13907,3043504,4
13908:,3043505,13908,3044534,4
13909:,3044535,13909,3045176,4
13910:,3045177,13910,3046135,4
13911:,3046136,13911,3046264,4
13912:,3046265,13912,3046958,4
13913:,3046959,13913,3047069,4
13914:,3047070,13914,3051503,4
13915:,3051504,13915,3051608,4
13916:,3051609,13916,3057029,4
13917:,3057030,13917,3057109,4
13918:,3057110,13918,3057416,4
13919:,3057417,13919,3057683,4
13920:,3057684,13920,3058156,4
13921:,3058157,13921,3059882,4
13922:,3059883,13922,3060444,4
13923:,3060445,13923,3148103,4
13924:,3148104,13924,3148489,4
13925:,3148490,13925,3150327,4
13926:,3150328,13926,3151330,4
13927:,3151331,13927,3160063,4
13928:,3160064,13928,3160372,4
13929:,3160373,13929,3160496,4
13930:,3160497,13930,3180616,4
13931:,3180617,13931,3180709,4
13932:,3180710,13932,3180871,4
13933:,3180872,13933,3182040,4
13934:,3182041,13934,3187287,4
13935:,3187288,13935,3187476,4
13936:,3187477,13936,3187775,4
13937:,3187776,13937,3188384,4
13938:,3188385,13938,3188984,4
13939:,3188985,13939,3189143,4
13940:,3189144,13940,3189439,4
13941:,3189440,13941,3199825,4
13942:,3199826,13942,3200040,4
13943:,3200041,13943,3200254,4
13944:,3200255,13944,3200458,4
13945:,3200459,13945,3200684,4
13946:,3200685,13946,3201002,4
13947:,3201003,13947,3201387,4
13948:,3201388,13948,3204401,4
13949:,3204402,13949,3204725,4
13950:,3204726,13950,3204772,4
13951:,3204773,13951,3206394,4
13952:,3206395,13952,3206653,4
13953:,3206654,13953,3207196,4
13954:,3207197,13954,3207378,4
13955:,3207379,13955,3235679,4
13956:,3235680,13956,3236761,4
13957:,3236762,13957,3237448,4
13958:,3237449,13958,3238771,4
13959:,3238772,13959,3275562,4
13960:,3275563,13960,3277993,4
13961:,3277994,13961,3278136,4
13962:,3278137,13962,3279035,4
13963:,3279036,13963,3290564,4
13964:,3290565,13964,3296647,4
13965:,3296648,13965,3296983,4
13966:,3296984,13966,3297104,4
13967:,3297105,13967,3298501,4
13968:,3298502,13968,3298800,4
13969:,3298801,13969,3298972,4
13970:,3298973,13970,3299577,4
13971:,3299578,13971,3299674,4
13972:,3299675,13972,3299968,4
13973:,3299969,13973,3305256,4
13974:,3305257,13974,3312283,4
13975:,3312284,13975,3312642,4
13976:,3312643,13976,3312736,4
13977:,3312737,13977,3329055,4
13978:,3329056,13978,3332277,4
13979:,3332278,13979,3336356,4
13980:,3336357,13980,3336403,4
13981:,3336404,13981,3372151,4
13982:,3372152,13982,3372396,4
13983:,3372397,13983,3373680,4
13984:,3373681,13984,3373843,4
13985:,3373844,13985,3373957,4
13986:,3373958,13986,3374273,4
13987:,3374274,13987,3374417,4
13988:,3374418,13988,3374728,4
13989:,3374729,13989,3374861,4
13990:,3374862,13990,3383331,4
13991:,3383332,13991,3383570,4
13992:,3383571,13992,3383725,4
13993:,3383726,13993,3387156,4
13994:,3387157,13994,3387299,4
13995:,3387300,13995,3387918,4
13996:,3387919,13996,3390500,4
13997:,3390501,13997,3390917,4
13998:,3390918,13998,3391246,4
13999:,3391247,13999,3391355,4
14000:,3391356,14000,3391491,4
14001:,3391492,14001,3392173,4
14002:,3392174,14002,3394612,4
14003:,3394613,14003,3397776,4
14004:,3397777,14004,3398024,4
14005:,3398025,14005,3400251,4
14006:,3400252,14006,3401291,4
14007:,3401292,14007,3401462,4
14008:,3401463,14008,3401909,4
14009:,3401910,14009,3405053,4
14010:,3405054,14010,3411446,4
14011:,3411447,14011,3412571,4
14012:,3412572,14012,3412748,4
14013:,3412749,14013,3416217,4
14014:,3416218,14014,3416808,4
14015:,3416809,14015,3416894,4
14016:,3416895,14016,3431510,4
14017:,3431511,14017,3432600,4
14018:,3432601,14018,3432762,4
14019:,3432763,14019,3433129,4
14020:,3433130,14020,3433978,4
14021:,3433979,14021,3436288,4
14022:,3436289,14022,3437232,4
14023:,3437233,14023,3439024,4
14024:,3439025,14024,3439309,4
14025:,3439310,14025,3439635,4
14026:,3439636,14026,3439802,4
14027:,3439803,14027,3448825,4
14028:,3448826,14028,3448938,4
14029:,3448939,14029,3449914,4
14030:,3449915,14030,3450039,4
14031:,3450040,14031,3459525,4
14032:,3459526,14032,3459722,4
14033:,3459723,14033,3459826,4
14034:,3459827,14034,3461388,4
14035:,3461389,14035,3461512,4
14036:,3461513,14036,3461852,4
14037:,3461853,14037,3462193,4
14038:,3462194,14038,3462348,4
14039:,3462349,14039,3493496,4
14040:,3493497,14040,3495281,4
14041:,3495282,14041,3495477,4
14042:,3495478,14042,3534986,4
14043:,3534987,14043,3535159,4
14044:,3535160,14044,3538314,4
14045:,3538315,14045,3538515,4
14046:,3538516,14046,3538621,4
14047:,3538622,14047,3588866,4
14048:,3588867,14048,3590324,4
14049:,3590325,14049,3590528,4
14050:,3590529,14050,3660996,4
14051:,3660997,14051,3661258,4
14052:,3661259,14052,3661623,4
14053:,3661624,14053,3662272,4
14054:,3662273,14054,3662518,4
14055:,3662519,14055,3665827,4
14056:,3665828,14056,3691661,4
14057:,3691662,14057,3693057,4
14058:,3693058,14058,3693958,4
14059:,3693959,14059,3694095,4
14060:,3694096,14060,3700808,4
14061:,3700809,14061,3702785,4
14062:,3702786,14062,3703368,4
14063:,3703369,14063,3703793,4
14064:,3703794,14064,3704015,4
14065:,3704016,14065,3707745,4
14066:,3707746,14066,3708429,4
14067:,3708430,14067,3710059,4
14068:,3710060,14068,3710244,4
14069:,3710245,14069,3711117,4
14070:,3711118,14070,3712160,4
14071:,3712161,14071,3712221,4
14072:,3712222,14072,3719549,4
14073:,3719550,14073,3720883,4
14074:,3720884,14074,3729845,4
14075:,3729846,14075,3731617,4
14076:,3731618,14076,3732044,4
14077:,3732045,14077,3732165,4
14078:,3732166,14078,3732331,4
14079:,3732332,14079,3732564,4
14080:,3732565,14080,3735296,4
14081:,3735297,14081,3735439,4
14082:,3735440,14082,3735772,4
14083:,3735773,14083,3736091,4
14084:,3736092,14084,3736178,4
14085:,3736179,14085,3736320,4
14086:,3736321,14086,3740577,4
14087:,3740578,14087,3740668,4
14088:,3740669,14088,3745487,4
14089:,3745488,14089,3745774,4
14090:,3745775,14090,3745894,4
14091:,3745895,14091,3753913,4
14092:,3753914,14092,3754830,4
14093:,3754831,14093,3754915,4
14094:,3754916,14094,3755277,4
14095:,3755278,14095,3755702,4
14096:,3755703,14096,3765220,4
14097:,3765221,14097,3765755,4
14098:,3765756,14098,3766196,4
14099:,3766197,14099,3766293,4
14100:,3766294,14100,3766392,4
14101:,3766393,14101,3767181,4
14102:,3767182,14102,3767259,4
14103:,3767260,14103,3883250,4
14104:,3883251,14104,3883822,4
14105:,3883823,14105,3884795,4
14106:,3884796,14106,3885985,4
14107:,3885986,14107,3886070,4
14108:,3886071,14108,3886191,4
14109:,3886192,14109,3956368,4
14110:,3956369,14110,3956646,4
14111:,3956647,14111,3966125,4
14112:,3966126,14112,3979339,4
14113:,3979340,14113,3987617,4
14114:,3987618,14114,3987978,4
14115:,3987979,14115,3990103,4
14116:,3990104,14116,3990576,4
14117:,3990577,14117,3990713,4
14118:,3990714,14118,4004971,4
14119:,4004972,14119,4006234,4
14120:,4006235,14120,4006625,4
14121:,4006626,14121,4006853,4
14122:,4006854,14122,4007643,4
14123:,4007644,14123,4007773,4
14124:,4007774,14124,4007843,4
14125:,4007844,14125,4007907,4
14126:,4007908,14126,4014738,4
14127:,4014739,14127,4014852,4
14128:,4014853,14128,4014952,4
14129:,4014953,14129,4015121,4
14130:,4015122,14130,4015507,4
14131:,4015508,14131,4032210,4
14132:,4032211,14132,4032941,4
14133:,4032942,14133,4033270,4
14134:,4033271,14134,4044748,4
14135:,4044749,14135,4050706,4
14136:,4050707,14136,4050919,4
14137:,4050920,14137,4062585,4
14138:,4062586,14138,4063318,4
14139:,4063319,14139,4064009,4
14140:,4064010,14140,4064188,4
14141:,4064189,14141,4064699,4
14142:,4064700,14142,4064844,4
14143:,4064845,14143,4065060,4
14144:,4065061,14144,4081689,4
14145:,4081690,14145,4081787,4
14146:,4081788,14146,4088654,4
14147:,4088655,14147,4095897,4
14148:,4095898,14148,4096014,4
14149:,4096015,14149,4215668,4
14150:,4215669,14150,4217096,4
14151:,4217097,14151,4218044,4
14152:,4218045,14152,4219212,4
14153:,4219213,14153,4219297,4
14154:,4219298,14154,4225525,4
14155:,4225526,14155,4232557,4
14156:,4232558,14156,4232642,4
14157:,4232643,14157,4232793,4
14158:,4232794,14158,4236756,4
14159:,4236757,14159,4236890,4
14160:,4236891,14160,4238957,4
14161:,4238958,14161,4240245,4
14162:,4240246,14162,4240324,4
14163:,4240325,14163,4241401,4
14164:,4241402,14164,4244046,4
14165:,4244047,14165,4245945,4
14166:,4245946,14166,4255185,4
14167:,4255186,14167,4262521,4
14168:,4262522,14168,4262629,4
14169:,4262630,14169,4263418,4
14170:,4263419,14170,4263818,4
14171:,4263819,14171,4264417,4
14172:,4264418,14172,4264679,4
14173:,4264680,14173,4266622,4
14174:,4266623,14174,4266974,4
14175:,4266975,14175,4270829,4
14176:,4270830,14176,4275463,4
14177:,4275464,14177,4278062,4
14178:,4278063,14178,4278753,4
14179:,4278754,14179,4278940,4
14180:,4278941,14180,4279087,4
14181:,4279088,14181,4280294,4
14182:,4280295,14182,4281334,4
14183:,4281335,14183,4283070,4
14184:,4283071,14184,4284164,4
14185:,4284165,14185,4339609,4
14186:,4339610,14186,4340844,4
14187:,4340845,14187,4353686,4
14188:,4353687,14188,4357264,4
14189:,4357265,14189,4357710,4
14190:,4357711,14190,4357794,4
14191:,4357795,14191,4359182,4
14192:,4359183,14192,4384194,4
14193:,4384195,14193,4385630,4
14194:,4385631,14194,4392080,4
14195:,4392081,14195,4392567,4
14196:,4392568,14196,4393212,4
14197:,4393213,14197,4393361,4
14198:,4393362,14198,4436381,4
14199:,4436382,14199,4441253,4
14200:,4441254,14200,4443461,4
14201:,4443462,14201,4443604,4
14202:,4443605,14202,4443698,4
14203:,4443699,14203,4474292,4
14204:,4474293,14204,4474500,4
14205:,4474501,14205,4474637,4
